"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr2",147405325,147406208,884,"*","Distal Intergenic",2,147344625,147348558,3934,1,"728773","uc002twf.4",60700,NA,"PABPC1P2","poly(A) binding protein cytoplasmic 1 pseudogene 2"
"chr2",147628811,147629523,713,"*","Distal Intergenic",2,147344625,147348558,3934,1,"728773","uc002twf.4",284186,NA,"PABPC1P2","poly(A) binding protein cytoplasmic 1 pseudogene 2"
"chr2",151844115,151844625,511,"*","Distal Intergenic",2,152104728,152118389,13662,2,"375287","uc002txh.3",273764,"ENSG00000184898","RBM43","RNA binding motif protein 43"
"chr2",152485915,152486629,715,"*","Exon (uc021vrb.1/4703, exon 63 of 148)",2,152341853,152440280,98428,2,"4703","uc002txr.3",-45635,"ENSG00000183091","NEB","nebulin"
"chr2",153843556,153844459,904,"*","Distal Intergenic",2,153576549,153617767,41219,1,"151188","uc002tyo.2",267007,"ENSG00000177917","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6"
"chr2",155691988,155692628,641,"*","Intron (uc002tyv.2/3760, intron 2 of 2)",2,155555093,155714864,159772,1,"3760","uc010zce.2",136895,"ENSG00000162989","KCNJ3","potassium inwardly rectifying channel subfamily J member 3"
"chr2",157181072,157181759,688,"*","Promoter (2-3kb)",2,157182687,157184526,1840,2,"4929","uc010zcg.1",2767,"ENSG00000153234","NR4A2","nuclear receptor subfamily 4 group A member 2"
"chr2",159792578,159793079,502,"*","Distal Intergenic",2,159825146,160035674,210529,1,"85461","uc010fol.1",-32067,"ENSG00000115183","TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
"chr2",161533070,161533793,724,"*","Distal Intergenic",2,161137825,161350318,212494,2,"5937","uc010fox.2",-182752,"ENSG00000153250","RBMS1","RNA binding motif single stranded interacting protein 1"
"chr2",161905146,161906139,994,"*","Distal Intergenic",2,161993466,162061490,68025,1,"10010","uc002ubq.1",-87327,"ENSG00000136560","TANK","TRAF family member associated NFKB activator"
"chr2",164896444,164897537,1094,"*","Distal Intergenic",2,164464118,164592513,128396,2,"55137","uc002uck.1",-303931,"ENSG00000182263","FIGN","fidgetin, microtubule severing factor"
"chr2",168935539,168936659,1121,"*","Intron (uc002uea.3/27347, intron 10 of 17)",2,168810530,169104105,293576,2,"27347","uc002uea.3",167446,"ENSG00000198648","STK39","serine/threonine kinase 39"
"chr2",171128269,171129424,1156,"*","Intron (uc002ufv.4/140469, intron 7 of 29)",2,171055718,171239276,183559,1,"140469","uc002uga.3",72551,"ENSG00000071909","MYO3B","myosin IIIB"
"chr2",171655224,171656127,904,"*","3' UTR",2,171673200,171699269,26070,1,"2571","uc002ugh.3",-17073,"ENSG00000128683","GAD1","glutamate decarboxylase 1"
"chr2",171958398,171959037,640,"*","Intron (uc002ugn.2/9874, intron 2 of 20)",2,171847333,171923483,76151,2,"9874","uc010zdn.1",-34915,"ENSG00000198586","TLK1","tousled like kinase 1"
"chr2",172962654,172963408,755,"*","Distal Intergenic",2,172964166,172967478,3313,2,"1746","uc002uhn.3",4070,"ENSG00000115844","DLX2","distal-less homeobox 2"
"chr2",173448846,173449662,817,"*","Intron (uc010zdz.1/5163, intron 9 of 11)",2,173420779,173463862,43084,1,"5163","uc010zeb.2",28067,"ENSG00000152256","PDK1","pyruvate dehydrogenase kinase 1"
"chr2",174383611,174384466,856,"*","Distal Intergenic",2,174219561,174233718,14158,1,"83879","uc010zek.1",164050,"ENSG00000144354","CDCA7","cell division cycle associated 7"
"chr2",176999224,176999910,687,"*","Promoter (1-2kb)",2,176999569,177001826,2258,2,"100506783","uc002ukq.3",1916,NA,"HOXD-AS2","HOXD cluster antisense RNA 2"
"chr2",181309022,181309625,604,"*","Distal Intergenic",2,180809604,180871840,62237,2,"57703","uc002unp.2",-437182,"ENSG00000163510","CWC22","CWC22 spliceosome associated protein homolog"
"chr2",181461932,181462476,545,"*","Distal Intergenic",2,181845112,181928150,83039,1,"10477","uc002unq.1",-382636,"ENSG00000170035","UBE2E3","ubiquitin conjugating enzyme E2 E3"
"chr2",182541111,182541973,863,"*","3' UTR",2,182401401,182545392,143992,2,"375298","uc002uod.3",3419,"ENSG00000188452","CERKL","ceramide kinase like"
"chr2",182668594,182669126,533,"*","Distal Intergenic",2,182756472,182759422,2951,1,"6744","uc010zfn.1",-87346,"ENSG00000138434","ITPRID2","ITPR interacting domain containing 2"
"chr2",188943718,188944983,1266,"*","Distal Intergenic",2,189156396,189406839,250444,1,"51454","uc002uqc.4",-211413,"ENSG00000144366","GULP1","GULP PTB domain containing engulfment adaptor 1"
"chr2",189874735,189875443,709,"*","Exon (uc002uqj.1/1281, exon 49 of 51)",2,189860356,189860418,63,1,"100500837","uc021vtx.1",14379,"ENSG00000284180","MIR3606","microRNA 3606"
"chr2",189876124,189876829,706,"*","3' UTR",2,189860356,189860418,63,1,"100500837","uc021vtx.1",15768,"ENSG00000284180","MIR3606","microRNA 3606"
"chr2",196195207,196195872,666,"*","Distal Intergenic",2,196521532,196602426,80895,1,"57181","uc002utg.4",-325660,"ENSG00000196950","SLC39A10","solute carrier family 39 member 10"
"chr2",196294026,196294527,502,"*","Distal Intergenic",2,196521532,196602426,80895,1,"57181","uc002utg.4",-227005,"ENSG00000196950","SLC39A10","solute carrier family 39 member 10"
"chr2",197358791,197359451,661,"*","Intron (uc002utm.1/57520, intron 1 of 28)",2,197063977,197457335,393359,2,"57520","uc002utm.1",97884,"ENSG00000138411","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"chr2",201093399,201094057,659,"*","Distal Intergenic",2,201170604,201346986,176383,1,"26010","uc002uvn.4",-76547,"ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like"
"chr2",201964359,201965350,992,"*","Distal Intergenic",2,201980877,202004600,23724,1,"8837","uc002uwy.3",-15527,"ENSG00000003402","CFLAR","CASP8 and FADD like apoptosis regulator"
"chr2",202623921,202624668,748,"*","3' UTR",2,202564986,202609152,44167,2,"57679","uc010ftl.3",-14769,"ENSG00000003393","ALS2","alsin Rho guanine nucleotide exchange factor ALS2"
"chr2",204187524,204188274,751,"*","Distal Intergenic",2,204193003,204260503,67501,1,"10152","uc010zig.1",-4729,"ENSG00000138443","ABI2","abl interactor 2"
"chr2",207224760,207225261,502,"*","Distal Intergenic",2,207308368,207485854,177487,1,"8745","uc002vbq.4",-83107,"ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23"
"chr2",208482342,208483180,839,"*","Intron (uc002vce.3/151194, intron 3 of 3)",2,208473839,208489696,15858,2,"151194","uc002vcf.2",6516,"ENSG00000144401","METTL21A","methyltransferase 21A, HSPA lysine"
"chr2",212812007,212812662,656,"*","Exon (uc002veg.1/2066, exon 3 of 28)",2,213290987,213291084,98,2,"100313771","uc021vvy.1",478422,"ENSG00000221782","MIR548F2","microRNA 548f-2"
"chr2",215723559,215724613,1055,"*","Distal Intergenic",2,215632206,215674428,42223,2,"580","uc021vwj.1",-49131,"ENSG00000138376","BARD1","BRCA1 associated RING domain 1"
"chr2",215847650,215848311,662,"*","Intron (uc002vev.3/26154, intron 21 of 44)",2,215796266,215896810,100545,2,"26154","uc002vev.3",48499,"ENSG00000144452","ABCA12","ATP binding cassette subfamily A member 12"
"chr2",215878276,215878960,685,"*","Intron (uc002vev.3/26154, intron 7 of 44)",2,215796266,215896810,100545,2,"26154","uc002vev.3",17850,"ENSG00000144452","ABCA12","ATP binding cassette subfamily A member 12"
"chr2",216866355,216867053,699,"*","Intron (uc002vfo.3/55686, intron 1 of 4)",2,216807314,216878346,71033,2,"55686","uc002vfo.3",11293,"ENSG00000118242","MREG","melanoregulin"
"chr2",219352230,219353338,1109,"*","Exon (uc002vie.2/57695, exon 15 of 26)",2,219288491,219295939,7449,1,"7429","uc002vic.1",63739,"ENSG00000127831","VIL1","villin 1"
"chr2",222613588,222614270,683,"*","Distal Intergenic",2,222289929,222437010,147082,2,"2043","uc010zlm.1",-176578,"ENSG00000116106","EPHA4","EPH receptor A4"
"chr2",226121957,226122614,658,"*","Distal Intergenic",2,226265602,226518734,253133,1,"57624","uc002voe.2",-142988,"ENSG00000144460","NYAP2","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2"
"chr2",231341940,231342948,1009,"*","Intron (uc002vqs.3/6672, intron 17 of 22)",2,231368901,231410317,41417,1,"6672","uc010fxp.1",-25953,"ENSG00000067066","SP100","SP100 nuclear antigen"
"chr2",237998397,237999082,686,"*","Exon (uc010fys.1/10920, exon 4 of 6)",2,237994084,238007489,13406,1,"10920","uc002vwh.3",4313,"ENSG00000198612","COPS8","COP9 signalosome subunit 8"
"chr2",238306477,238306978,502,"*","Intron (uc002vwl.2/1293, intron 1 of 43)",2,238232655,238322850,90196,2,"1293","uc002vwl.2",15872,"ENSG00000163359","COL6A3","collagen type VI alpha 3 chain"
"chr2",239606607,239607143,537,"*","Distal Intergenic",2,239419331,239464140,44810,2,"151171","uc002vyi.2",-142467,"ENSG00000225493","LINC01107","long intergenic non-protein coding RNA 1107"
"chr2",241689189,241689742,554,"*","Intron (uc031rsb.1/547, intron 25 of 45)",2,241653181,241665415,12235,2,"547","uc002vzx.3",-23774,"ENSG00000130294","KIF1A","kinesin family member 1A"
"chr3",3817735,3818507,773,"*","Distal Intergenic",3,3841121,3889387,48267,1,"57633","uc003bpt.4",-22614,"ENSG00000175928","LRRN1","leucine rich repeat neuronal 1"
"chr3",6220256,6220877,622,"*","Distal Intergenic",3,6902802,7735373,832572,1,"2917","uc010hcf.2",-681925,"ENSG00000196277","GRM7","glutamate metabotropic receptor 7"
"chr3",8864309,8865203,895,"*","Distal Intergenic",3,8792095,8811300,19206,2,"5021","uc003brc.3",-53009,"ENSG00000180914","OXTR","oxytocin receptor"
"chr3",9036982,9037923,942,"*","Intron (uc003brf.2/9901, intron 18 of 21)",3,8918880,9005159,86280,2,"56852","uc003brd.3",-31823,"ENSG00000070950","RAD18","RAD18 E3 ubiquitin protein ligase"
"chr3",10352151,10352829,679,"*","Promoter (2-3kb)",3,10342615,10355656,13042,2,"6396","uc003bvl.3",2827,"ENSG00000157020","SEC13","SEC13 homolog, nuclear pore and COPII coat complex component"
"chr3",10474603,10475104,502,"*","Intron (uc003bvt.3/491, intron 2 of 22)",3,10365707,10452499,86793,2,"491","uc010hdo.3",-22104,"ENSG00000157087","ATP2B2","ATPase plasma membrane Ca2+ transporting 2"
"chr3",10846119,10846998,880,"*","Distal Intergenic",3,10857917,10867183,9267,1,"6538","uc003bvy.1",-10919,"ENSG00000132164","SLC6A11","solute carrier family 6 member 11"
"chr3",11227393,11228101,709,"*","Intron (uc010hdr.3/3269, intron 1 of 1)",3,11196214,11304939,108726,1,"3269","uc010hds.3",31179,"ENSG00000196639","HRH1","histamine receptor H1"
"chr3",11455783,11456498,716,"*","Intron (uc003bwc.3/10533, intron 17 of 18)",3,11314010,11599139,285130,1,"10533","uc011aum.2",141773,"ENSG00000197548","ATG7","autophagy related 7"
"chr3",11544136,11544910,775,"*","Intron (uc003bwc.3/10533, intron 18 of 18)",3,11597544,11610398,12855,2,"9686","uc010hdv.1",65488,"ENSG00000144560","VGLL4","vestigial like family member 4"
"chr3",12177001,12177722,722,"*","Intron (uc003bwl.1/6854, intron 4 of 13)",3,12190057,12233532,43476,1,"6854","uc003bwn.3",-12335,"ENSG00000157152","SYN2","synapsin II"
"chr3",13790392,13791018,627,"*","Distal Intergenic",3,13692221,13788132,95912,1,"285375","uc003byd.1",98171,"ENSG00000224514","LINC00620","long intergenic non-protein coding RNA 620"
"chr3",16224116,16224861,746,"*","Intron (uc003caq.4/117248, intron 4 of 12)",3,16216184,16271253,55070,1,"117248","uc003car.4",7932,"ENSG00000131386","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15"
"chr3",17874454,17875187,734,"*","Distal Intergenic",3,17198654,17784240,585587,2,"9779","uc003cbe.3",-90214,"ENSG00000131374","TBC1D5","TBC1 domain family member 5"
"chr3",21532917,21533631,715,"*","Intron (uc003cce.3/79750, intron 4 of 7)",3,21447218,21448177,960,1,"391518","uc003ccd.4",85699,NA,"VENTXP7","VENT homeobox pseudogene 7"
"chr3",26504398,26504899,502,"*","Distal Intergenic",3,26664300,26752265,87966,1,"116135","uc003cdp.3",-159401,"ENSG00000179796","LRRC3B","leucine rich repeat containing 3B"
"chr3",27888452,27889026,575,"*","Distal Intergenic",3,27757440,27764206,6767,2,"8320","uc011axc.2",-124246,"ENSG00000163508","EOMES","eomesodermin"
"chr3",27976516,27977462,947,"*","Distal Intergenic",3,27757440,27764206,6767,2,"8320","uc011axc.2",-212310,"ENSG00000163508","EOMES","eomesodermin"
"chr3",33163949,33164667,719,"*","Intron (uc003cfl.4/10491, intron 2 of 6)",3,33155554,33189265,33712,1,"10491","uc003cfn.3",8395,"ENSG00000170275","CRTAP","cartilage associated protein"
"chr3",34678467,34678968,502,"*","Distal Intergenic",3,33870130,33911199,41070,1,"10015","uc011axw.3",808337,"ENSG00000170248","PDCD6IP","programmed cell death 6 interacting protein"
"chr3",36095101,36095783,683,"*","Distal Intergenic",3,35785968,35786051,84,1,"406916","uc011axz.1",309133,"ENSG00000207625","MIR128-2","microRNA 128-2"
"chr3",39225997,39226870,874,"*","3' UTR",3,39224706,39234085,9380,2,"165904","uc003cji.3",7215,"ENSG00000168334","XIRP1","xin actin binding repeat containing 1"
"chr3",42061656,42062157,502,"*","Distal Intergenic",3,41830949,42003660,172712,2,"54986","uc003ckw.2",-57996,"ENSG00000168038","ULK4","unc-51 like kinase 4"
"chr3",42511619,42512218,600,"*","Distal Intergenic",3,42530791,42579065,48275,1,"7433","uc021wwl.1",-18573,"ENSG00000114812","VIPR1","vasoactive intestinal peptide receptor 1"
"chr3",45612719,45613345,627,"*","Distal Intergenic",3,45636323,45722755,86433,1,"8994","uc003coq.3",-22978,"ENSG00000144791","LIMD1","LIM domain containing 1"
"chr3",46928040,46928787,748,"*","Intron (uc003cqm.3/5745, intron 3 of 15)",3,46923739,46945289,21551,1,"5745","uc021wxg.1",4301,"ENSG00000160801","PTH1R","parathyroid hormone 1 receptor"
"chr3",49889748,49890811,1064,"*","Intron (uc003cxs.1/10293, intron 1 of 14)",3,49866028,49893992,27965,2,"10293","uc003cxs.1",3181,"ENSG00000183763","TRAIP","TRAF interacting protein"
"chr3",53152126,53152732,607,"*","Intron (uc003dgj.3/91869, intron 6 of 12)",3,53122501,53164470,41970,2,"91869","uc003dgj.3",11738,"ENSG00000163933","RFT1","RFT1 homolog"
"chr3",53494186,53495009,824,"*","Distal Intergenic",3,53529076,53846492,317417,1,"776","uc003dgu.5",-34067,"ENSG00000157388","CACNA1D","calcium voltage-gated channel subunit alpha1 D"
"chr3",57093891,57094595,705,"*","Promoter (<=1kb)",3,57094469,57109460,14992,1,"353324","uc003dij.1",0,"ENSG00000186451","SPATA12","spermatogenesis associated 12"
"chr3",59386012,59386944,933,"*","Distal Intergenic",3,58873072,59035758,162687,2,"200844","uc011bfg.1",-350254,"ENSG00000163689","CFAP20DC","CFAP20 domain containing"
"chr3",61358192,61359022,831,"*","Distal Intergenic",3,59735421,61237133,1501713,2,"2272","uc010hnn.1",-121059,"ENSG00000189283","FHIT","fragile histidine triad diadenosine triphosphatase"
"chr3",61637295,61637908,614,"*","Intron (uc003dla.4/5793, intron 1 of 2)",3,61547243,62280573,733331,1,"5793","uc003dlc.3",90052,"ENSG00000144724","PTPRG","protein tyrosine phosphatase receptor type G"
"chr3",69435785,69436386,602,"*","Promoter (<=1kb)",3,69336808,69435430,98623,2,"23150","uc003dny.3",-355,"ENSG00000114541","FRMD4B","FERM domain containing 4B"
"chr3",71771033,71771702,670,"*","Promoter (2-3kb)",3,71728440,71774526,46087,2,"317649","uc003dov.4",2824,"ENSG00000163412","EIF4E3","eukaryotic translation initiation factor 4E family member 3"
"chr3",72032391,72032921,531,"*","Distal Intergenic",3,72200408,72223490,23083,1,"201617","uc003dpd.2",-167487,"ENSG00000243083","LINC00870","long intergenic non-protein coding RNA 870"
"chr3",72593798,72594791,994,"*","Distal Intergenic",3,72423744,72495774,72031,2,"23429","uc003dpe.3",-98024,"ENSG00000163602","RYBP","RING1 and YY1 binding protein"
"chr3",86082557,86083498,942,"*","Intron (uc003dqj.3/253559, intron 8 of 9)",3,85849137,85877200,28064,2,"100874037","uc031saq.1",-205357,"ENSG00000241648","CADM2-AS2","CADM2 antisense RNA 2"
"chr3",87706002,87706733,732,"*","Distal Intergenic",3,88031726,88042919,11194,1,"3355","uc003dqr.2",-324993,"ENSG00000179097","HTR1F","5-hydroxytryptamine receptor 1F"
"chr3",94249349,94250069,721,"*","Distal Intergenic",3,94657107,94710169,53063,1,"255025","uc003drm.3",-407038,"ENSG00000239589","LINC00879","long intergenic non-protein coding RNA 879"
"chr3",98328754,98330036,1283,"*","Distal Intergenic",3,98309363,98312455,3093,2,"1371","uc011bgz.2",-16299,"ENSG00000080819","CPOX","coproporphyrinogen oxidase"
"chr3",101216578,101217244,667,"*","Intron (uc003dut.3/57337, intron 2 of 23)",3,101043118,101232085,188968,2,"57337","uc003dut.3",14841,"ENSG00000138468","SENP7","SUMO specific peptidase 7"
"chr3",107577887,107579040,1154,"*","Intron (uc003dwp.4/151658, intron 3 of 10)",3,107560952,107574076,13125,2,"151658","uc010hpt.1",-3811,"ENSG00000241469","LINC00635","long intergenic non-protein coding RNA 635"
"chr3",108061929,108062620,692,"*","Intron (uc003dwy.4/11148, intron 2 of 9)",3,108021332,108097126,75795,1,"11148","uc003dwz.3",40597,"ENSG00000114455","HHLA2","HHLA2 member of B7 family"
"chr3",109855284,109856229,946,"*","Distal Intergenic",3,109128837,109214014,85178,1,"401082","uc003dxr.1",726447,"ENSG00000228980","LINC01205","long intergenic non-protein coding RNA 1205"
"chr3",110294284,110295282,999,"*","Distal Intergenic",3,110764163,110788806,24644,2,"100506555","uc021xcg.1",493524,NA,"NECTIN3-AS1","NECTIN3 antisense RNA 1"
"chr3",111193861,111194490,630,"*","Distal Intergenic",3,111260926,111325925,65000,1,"10225","uc003dxv.3",-66436,"ENSG00000153283","CD96","CD96 molecule"
"chr3",112492881,112493382,502,"*","Distal Intergenic",3,112534556,112564797,30242,2,"344807","uc003dzi.1",71415,"ENSG00000206531","CD200R1L","CD200 receptor 1 like"
"chr3",114237306,114237841,536,"*","Intron (uc003ebj.3/26137, intron 1 of 5)",3,114056947,114343053,286107,2,"26137","uc003ebj.3",105212,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",114554589,114555235,647,"*","Intron (uc003ebm.3/26137, intron 4 of 11)",3,114056947,114478124,421178,2,"26137","uc003ebl.3",-76465,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",114746312,114747059,748,"*","Intron (uc003ebm.3/26137, intron 1 of 11)",3,114056947,114790261,733315,2,"26137","uc003ebm.3",43202,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",115022054,115022873,820,"*","Distal Intergenic",3,114406073,114866127,460055,2,"26137","uc003ebp.3",-155927,"ENSG00000181722","ZBTB20","zinc finger and BTB domain containing 20"
"chr3",119301502,119302226,725,"*","Promoter (<=1kb)",3,119300912,119308792,7881,1,"141","uc003ect.3",590,"ENSG00000144843","ADPRH","ADP-ribosylarginine hydrolase"
"chr3",123642193,123642886,694,"*","Intron (uc003egv.4/64770, intron 8 of 8)",3,123632274,123674812,42539,2,"64770","uc003egv.4",31926,"ENSG00000175455","CCDC14","coiled-coil domain containing 14"
"chr3",123780972,123781473,502,"*","Intron (uc003ehd.3/8997, intron 1 of 1)",3,123798888,123883533,84646,1,"8997","uc003ehe.3",-17415,"ENSG00000160145","KALRN","kalirin RhoGEF kinase"
"chr3",125928985,125929611,627,"*","3' UTR",3,125822404,125900029,77626,2,"10840","uc031sbp.1",-28956,"ENSG00000144908","ALDH1L1","aldehyde dehydrogenase 1 family member L1"
"chr3",126246113,126246794,682,"*","Promoter (2-3kb)",3,126243131,126262134,19004,1,"166012","uc003eja.3",2982,"ENSG00000180767","CHST13","carbohydrate sulfotransferase 13"
